Scores for the first eight non-phylogenetic PCÕs for all species (n = 2028) in our data. ,,,,,,,,,,,,
,,,,,,,,,,,,
TipLabel,Genus,Family,Order,Subgroup,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
Muscisaxicola_maculirostris,Muscisaxicola,Tyrannidae,PASSERIFORMES,Tyrannidae,-0.079019393,0.03551525,0.03664192,-0.007809796,0.000286073,-0.009086753,0.000524719,-0.001102273
Musophaga_rossae,Musophaga,Musophagidae,MUSOPHAGIFORMES,MUSOPHAGIFORMES,0.252710354,-0.488352924,-0.049439884,-0.062303687,-0.062667752,-0.00420464,0.010195672,0.009083182
Myadestes_occidentalis,Myadestes,Turdidae,PASSERIFORMES,Muscicapoidea,0.120435591,0.117639677,0.08426355,0.002300505,-0.015464635,-0.020991049,0.00162112,0.001009832
Mycerobas_melanozanthos,Mycerobas,Fringillidae,PASSERIFORMES,Passeroidea,0.330627006,-0.107602496,0.059285895,-0.01428513,-0.007036284,0.040934305,-0.021221098,-0.018062842
Mycteria_americana,Mycteria,Ciconiidae,CICONIIFORMES,CICONIIFORMES,-0.266508247,-0.130950477,0.017796492,0.024827972,0.000391083,-0.010514513,0.025101355,0.006656494
Myiagra_alecto,Myiagra,Monarchidae,PASSERIFORMES,Corvoidea,-0.04597905,0.164442021,-0.00175742,-0.004714048,0.009102781,-0.014472628,-0.014977362,0.009332935
Myiarchus_semirufus,Myiarchus,Tyrannidae,PASSERIFORMES,Tyrannidae,-0.041676868,0.036971172,0.04877997,-0.0036208,0.020805358,-0.012559643,-0.004350252,0.011869519
Myioborus_pictus,Myioborus,Parulidae,PASSERIFORMES,Passeroidea,0.027491916,0.008636862,0.112710469,0.023046876,0.001289531,-0.015672874,0.003904681,-0.002557281
Myiodynastes_hemichrysus,Myiodynastes,Tyrannidae,PASSERIFORMES,Tyrannidae,0.055404463,0.124715599,0.033153219,-0.016805662,0.030513218,-0.002556679,-0.007349859,0.014451927
Myiomela_major,Myiomela,Muscicapidae,PASSERIFORMES,Muscicapoidea,-0.043356721,0.062250967,0.007970529,0.001615865,-0.009147014,-0.017827859,0.00718081,-0.005864079
Myiopagis_gaimardii,Myiopagis,Tyrannidae,PASSERIFORMES,Tyrannidae,0.075210332,0.115200715,0.045174492,-0.009505581,-0.011310641,-0.007624144,-0.005629568,-0.005073029
Myioparus_griseigularis,Myioparus,Muscicapidae,PASSERIFORMES,Muscicapoidea,-0.0309923,0.206003183,-0.045578385,-0.011584177,-0.017883628,-0.013056057,-0.008524687,0.000102334
Myiophobus_flavicans,Myiophobus,Tyrannidae,PASSERIFORMES,Tyrannidae,0.114592054,0.036493314,0.09829331,-0.021377554,0.021628008,-0.016222116,-0.011525226,0.005371789
Myiopsitta_monachus,Myiopsitta,Psittacidae,PSITTACIFORMES,PSITTACIFORMES,0.278894161,-0.228525316,0.056922468,-0.045747029,0.05726956,-0.037635779,-0.023716204,-1.99E-05
Myiornis_auricularis,Myiornis,Tyrannidae,PASSERIFORMES,Tyrannidae,-0.014347273,0.02120183,0.043958993,-0.005437449,0.028586491,0.010060638,-0.003969987,0.003885381
Myiotheretes_striaticollis,Myiotheretes,Tyrannidae,PASSERIFORMES,Tyrannidae,-0.013899008,-0.05513209,0.065536967,0.015820333,0.020924075,-0.020504792,0.003624801,0.004182705
Myiotriccus_ornatus,Myiotriccus,Tyrannidae,PASSERIFORMES,Tyrannidae,0.139398007,0.048165356,0.102831527,0.001583681,0.014421118,-0.020739525,-0.010555203,0.005478529
Myiozetetes_cayanensis,Myiozetetes,Tyrannidae,PASSERIFORMES,Tyrannidae,0.085240817,0.199591521,-0.032347852,-0.003290659,-0.022499179,0.010443361,-0.004283646,0.012464613
Myophonus_borneensis,Myophonus,Turdidae,PASSERIFORMES,Muscicapoidea,-0.017694724,0.075917893,-0.008794169,-0.008637775,-0.018463563,-0.031043281,-0.000370636,-0.004459013
Myornis_senilis,Myornis,Rhinocryptidae,PASSERIFORMES,Furnariidae,-0.018548672,0.003546783,-0.018596001,-0.01747902,-0.025474968,0.03599077,0.003834707,-0.002737648
Myrmeciza_ruficauda,Myrmeciza,Thamnophilidae,PASSERIFORMES,Thamnophilidae,-0.089755388,-0.031627425,0.045891414,-0.008597205,-0.01656589,-0.011087927,-0.002878526,-0.013735196
Myrmecocichla_tholloni,Myrmecocichla,Muscicapidae,PASSERIFORMES,Muscicapoidea,-0.035306819,0.043815134,-0.028384537,0.02010893,-0.01497254,0.014122981,-0.005037858,-0.004392346
Myrmia_micrura,Myrmia,Trochilidae,APODIFORMES,TROCHILIFORMES,-0.298415296,0.050601036,0.020044832,-0.000866039,0.023005576,-0.00399306,-0.012700913,-0.003011068
Myrmoborus_leucophrys,Myrmoborus,Thamnophilidae,PASSERIFORMES,Thamnophilidae,-0.039823049,-0.027776235,0.045407124,-0.00188604,-0.008483074,-0.015835059,0.001884966,-0.006310932
Myrmorchilus_strigilatus,Myrmorchilus,Thamnophilidae,PASSERIFORMES,Thamnophilidae,-0.085277549,0.023554971,0.008467113,0.022375767,-0.016813601,-0.002115779,0.005218345,0.000652004
Myrmornis_torquata,Myrmornis,Thamnophilidae,PASSERIFORMES,Thamnophilidae,-0.109706901,0.088302389,0.000751197,-0.016544823,-0.015281188,-0.036808291,-0.003009554,-0.006612837
Myrmothera_campanisona,Myrmothera,Formicariidae,PASSERIFORMES,Furnariidae,-0.025749391,0.039377446,-0.008798034,-0.007634022,-0.026953501,-0.017559456,0.003799153,0.004423933
Myrmotherula_brachyura,Myrmotherula,Thamnophilidae,PASSERIFORMES,Thamnophilidae,-0.080220172,-0.141749761,0.06483984,0.010303338,0.0040793,0.004637302,0.005935687,-0.010341492
Myrtis_fanny,Myrtis,Trochilidae,APODIFORMES,TROCHILIFORMES,-0.323725989,-0.016114936,-0.010024179,0.003852974,0.011075316,0.007681164,-0.008984909,0.007776627
Mystacornis_crossleyi,Mystacornis,Vangidae,PASSERIFORMES,Corvoidea,-0.171628827,0.024398797,-0.000416686,-0.003045756,-0.02180098,-0.001598504,0.004093,-0.004501634
Myza_sarasinorum,Myza,Meliphagidae,PASSERIFORMES,Meliphagoidea,-0.1905546,-0.00186182,-0.043805139,0.030499591,-0.001187244,0.004396054,-0.001032088,0.015493308
Myzomela_eichhorni,Myzomela,Meliphagidae,PASSERIFORMES,Meliphagoidea,-0.157831679,-0.074036008,0.019286265,0.058162575,0.00272105,-0.005820456,0.007330947,0.001408867
Myzornis_pyrrhoura,Myzornis,Timaliidae,PASSERIFORMES,Sylvioidea,-0.133838233,0.040256198,0.013431704,0.015579824,0.009462658,0.004172809,-7.17E-05,0.008925285
Namibornis_herero,Namibornis,Muscicapidae,PASSERIFORMES,Muscicapoidea,-0.035355898,0.077282387,0.003231601,0.013749406,-0.025583877,-0.010084174,0.003682234,-0.002287508
Nandayus_nenday,Nandayus,Psittacidae,PSITTACIFORMES,PSITTACIFORMES,0.208152505,-0.222099973,-0.00813232,0.017806222,0.062669976,-0.018860383,-0.002148675,0.040474106
Nannopsittaca_panychlora,Nannopsittaca,Psittacidae,PSITTACIFORMES,PSITTACIFORMES,0.181320619,-0.11550955,0.020121703,0.026441034,0.056467264,0.003461998,-0.000785531,0.018009731
Napothera_brevicaudata,Napothera,Timaliidae,PASSERIFORMES,Sylvioidea,-0.09811265,0.054496307,0.004251168,0.003142686,-0.001240301,-0.020108015,-0.002145071,-0.003243141
Nasica_longirostris,Nasica,Dendrocolaptidae,PASSERIFORMES,Furnariidae,-0.297790871,-0.011301636,-0.027117144,0.024046529,0.005255425,0.003956708,-0.000107837,0.002415986
Neafrapus_cassini,Neafrapus,Apodidae,APODIFORMES,APODIFORMES,0.284114767,0.355868647,0.065593412,0.084184094,0.014658936,0.036281601,0.011307901,0.010791544
Necrosyrtes_monachus,Necrosyrtes,Accipitridae,ACCIPITRIFORMES,ACCIPITRIFORMES,-0.031638461,-0.075915583,-0.007578,0.076717775,0.054125167,-0.019209058,0.022475713,-0.029167484
Nectarinia_johannae,Nectarinia,Nectariniidae,PASSERIFORMES,Passeroidea,-0.284085517,-0.07418438,-0.022808887,0.094490888,0.032928367,0.017832532,-0.006802973,0.01233002
Nemosia_pileata,Nemosia,Thraupidae,PASSERIFORMES,Passeroidea,0.025790504,-0.069241237,0.036699612,0.047939821,-0.014603086,0.013749733,-0.002989857,0.001119478
Neochelidon_tibialis,Neochelidon,Hirundinidae,PASSERIFORMES,Sylvioidea,0.260488819,0.305858207,0.122501257,0.043563051,-0.014322377,-0.019155341,-0.003269672,0.00388129
Neochen_jubata,Neochen,Anatidae,ANSERIFORMES,ANSERIFORMES,0.141333001,-0.001405833,0.068538728,-0.073607906,0.093691037,0.027329866,0.027190638,-0.009023307
Neochmia_temporalis,Neochmia,Estrildidae,PASSERIFORMES,Passeroidea,0.264038082,-0.229058894,0.050603262,-0.059951957,-0.057108944,0.024115652,0.015703913,0.021463862
Neocichla_gutturalis,Neocichla,Sturnidae,PASSERIFORMES,Muscicapoidea,-0.009644778,0.09383136,-0.033602773,0.001773706,-0.007939639,0.001671519,-0.000207357,0.011149234
Neocossyphus_poensis,Neocossyphus,Turdidae,PASSERIFORMES,Muscicapoidea,-0.004721125,0.142249665,0.019991997,0.015605083,-0.014544567,-0.026478155,0.000202312,0.003794623
Neocrex_colombiana,Neocrex,Rallidae,GRUIFORMES,GRUIFORMES,-0.030738557,-0.085038071,-0.017876953,0.006925597,-0.043152197,0.026268867,0.005256883,-0.006649516
Neoctantes_niger,Neoctantes,Thamnophilidae,PASSERIFORMES,Thamnophilidae,-0.072734024,0.021671569,-0.011902458,-0.044358396,-0.041347433,-0.02168651,-0.007050029,-0.01448368
Neodrepanis_coruscans,Neodrepanis,Philepittidae,PASSERIFORMES,Eurylaimides,-0.23869133,-0.105617696,-0.039147849,0.163236531,0.057204342,0.028507077,-0.003687855,0.004449537
Neolalage_banksiana,Neolalage,Monarchidae,PASSERIFORMES,Corvoidea,-0.070264422,0.027827947,0.006332373,0.008342663,0.004168131,-0.008861342,-0.005468158,-0.006512793
Neolestes_torquatus,Neolestes,Pycnonotidae,PASSERIFORMES,Sylvioidea,0.095221109,0.054039862,0.007381627,0.024456224,-0.013504449,-0.010159288,0.000872545,0.014935075
Neomixis_flavoviridis,Neomixis,Timaliidae,PASSERIFORMES,Sylvioidea,-0.093773052,-0.151187391,0.044928471,0.007840293,-0.028360533,0.01134957,0.003006716,0.000454959
Neomorphus_geoffroyi,Neomorphus,Cuculidae,CUCULIFORMES,CUCULIFORMES,0.025311718,0.068793877,-0.106851613,-0.017835688,-0.014471875,0.004822669,-0.000202821,0.009234916
Neopelma_chrysocephalum,Neopelma,Pipridae,PASSERIFORMES,Cotingidae,0.041508818,-0.009069976,0.081551286,0.009723178,-0.003416146,-0.012151951,-0.002379246,0.004524188
Neophema_elegans,Neophema,Psittacidae,PSITTACIFORMES,PSITTACIFORMES,0.274415161,-0.313974714,0.074821526,0.024567629,0.047226798,-0.01508909,-0.000371457,0.007790454
Neophron_percnopterus,Neophron,Accipitridae,ACCIPITRIFORMES,ACCIPITRIFORMES,-0.016429649,0.031515903,-0.05978904,0.085536692,0.018698874,0.007601627,0.040798133,-0.029130879
Neopipo_cinnamomea,Neopipo,Tyrannidae,PASSERIFORMES,Tyrannidae,0.067947105,0.087608929,0.064002886,0.012357043,-0.003496785,-0.021986198,0.000581237,-0.013894149
Neopsephotus_bourkii,Neopsephotus,Psittacidae,PSITTACIFORMES,PSITTACIFORMES,0.320935327,-0.170352369,0.01080446,-0.019812387,0.037146107,-0.021195461,0.007644557,0.025704662
Neopsittacus_musschenbroekii,Neopsittacus,Psittacidae,PSITTACIFORMES,PSITTACIFORMES,0.390323706,-0.152434203,-0.121728042,0.003254715,-0.009739365,-0.015697681,0.038260492,0.038928684
Neospiza_concolor,Neospiza,Fringillidae,PASSERIFORMES,Passeroidea,0.186917661,-0.144957104,-0.009244824,-0.022845809,0.032148463,0.022675207,-0.030758944,-0.013530554
Neothraupis_fasciata,Neothraupis,Thraupidae,PASSERIFORMES,Passeroidea,0.097812571,-0.156831709,0.019047052,-0.00097034,-0.046942206,0.015451784,-0.000900544,-0.010084927
Neotis_denhami,Neotis,Otididae,OTIDIFORMES,OTIDIFORMES,-0.133642429,0.105424349,0.003992508,-0.00875521,0.022345628,-0.001162978,-0.00159595,-0.001261597
Neoxolmis_rufiventris,Neoxolmis,Tyrannidae,PASSERIFORMES,Tyrannidae,-0.024916579,0.036237774,0.036608869,-0.012224061,-0.01165334,-0.014155971,0.011268144,-0.002343581
Nesillas_lantzii,Nesillas,Sylviidae,PASSERIFORMES,Sylvioidea,-0.091480573,0.037935455,0.008679688,0.020205029,0.004421185,-0.006940894,0.00326269,0.001048458
Nesocharis_shelleyi,Nesocharis,Estrildidae,PASSERIFORMES,Passeroidea,0.131933902,-0.13406022,0.042777729,-0.03490922,-0.029405282,-0.008579613,-0.00038013,-0.002052982
Nesocichla_eremita,Nesocichla,Turdidae,PASSERIFORMES,Muscicapoidea,-0.045185828,-0.077138772,0.02717261,-0.000616226,0.016999791,0.003260861,-0.005612465,-0.00228123
Nesoctites_micromegas,Nesoctites,Picidae,PICIFORMES,PICIFORMES,-0.091412485,-0.024279353,0.008160719,0.015256931,-0.032692029,0.001156372,-0.004134798,-0.000153029
Nesoenas_picturata,Nesoenas,Columbidae,COLUMBIFORMES,COLUMBIFORMES,-0.114142617,0.12063098,-0.034478949,0.001794775,0.031445976,-0.021799503,-0.006179516,-0.000435936
Nesofregetta_fuliginosa,Nesofregetta,Hydrobatidae,PROCELLARIIFORMES,PROCELLARIIFORMES,-0.006508479,-0.004487776,-0.066297672,0.048852609,0.029416877,-0.032159865,0.022154554,0.007139961
Nesopsar_nigerrimus,Nesopsar,Icteridae,PASSERIFORMES,Passeroidea,-0.132276976,-0.096662527,0.04792562,-0.00363458,-0.02601699,0.024456497,0.010096437,0.001459768
Nesospingus_speculiferus,Nesospingus,Thraupidae,PASSERIFORMES,Passeroidea,0.046744302,-0.069117559,0.003651014,-0.00175068,-0.00436475,0.008797055,-0.004994035,-0.000447606
Nesospiza_wilkinsi,Nesospiza,Emberizidae,PASSERIFORMES,Passeroidea,0.13903844,-0.197464253,-0.017721053,-0.056169117,-0.02992008,0.01018432,-0.013314719,0.003449701
Nesotriccus_ridgwayi,Nesotriccus,Tyrannidae,PASSERIFORMES,Tyrannidae,-0.076390492,0.073047806,0.062804627,-0.01237054,0.034838334,-0.009429678,-0.005247227,-0.000928303
Nestor_notabilis,Nestor,Psittacidae,PSITTACIFORMES,PSITTACIFORMES,-0.024352149,-0.280113857,-0.050060197,0.06978779,0.069677274,-0.007566749,-0.018559725,-0.007783438
Netta_rufina,Netta,Anatidae,ANSERIFORMES,ANSERIFORMES,0.012206007,-0.012644788,0.05605749,-0.102872394,0.097944463,0.013362628,0.036979832,-0.003076463
Nettapus_pulchellus,Nettapus,Anatidae,ANSERIFORMES,ANSERIFORMES,0.127611435,0.004694078,0.00908939,-0.117101457,0.076239062,0.025675654,0.034811786,0.006746779
Newtonia_brunneicauda,Newtonia,Vangidae,PASSERIFORMES,Corvoidea,-0.008950475,0.118084204,0.018217902,0.018817578,0.00676014,-0.004853838,-0.005877881,-0.002344454
Nicator_chloris,Nicator,Pycnonotidae,PASSERIFORMES,Sylvioidea,-0.054881173,0.080712013,-0.039593792,-0.004953275,-0.036141651,-0.022424667,0.004169891,-0.001152283
Nigrita_bicolor,Nigrita,Estrildidae,PASSERIFORMES,Passeroidea,0.158184578,-0.044804252,0.105000105,0.012466503,-0.027808579,-0.019838668,0.013128587,0.015495712
Nilaus_afer,Nilaus,Malaconotidae,PASSERIFORMES,Corvoidea,-0.019257042,-0.108729694,0.002836281,0.019782404,-0.008785159,-0.02261456,-0.010180113,-0.021896699
Niltava_grandis,Niltava,Muscicapidae,PASSERIFORMES,Muscicapoidea,0.026868006,0.169364856,-0.036788886,-0.004629299,0.011690106,-0.018524898,0.013331501,0.008007388
Ninox_odiosa,Ninox,Strigidae,STRIGIFORMES,STRIGIFORMES,0.335864795,-0.102089608,-0.030663637,0.061414846,-0.025136556,-0.036039431,0.014960104,-0.03556275
Nipponia_nippon,Nipponia,Threskiornithidae,PELECANIFORMES,PELECANIFORMES,-0.325017535,-0.123818852,0.004410902,0.060724827,0.029887353,0.000202226,0.010831593,0.009105487
Nisaetus_cirrhatus,Nisaetus,Accipitridae,ACCIPITRIFORMES,ACCIPITRIFORMES,0.248166887,-0.012015387,-0.173310697,-0.006639529,-0.01091843,-0.003445421,0.008305786,-0.003994926
Nomonyx_dominicus,Nomonyx,Anatidae,ANSERIFORMES,ANSERIFORMES,0.092425378,0.014411057,0.00648757,-0.140561457,0.112021398,0.0192323,0.03194485,-0.003146766
Nonnula_ruficapilla,Nonnula,Bucconidae,PICIFORMES,PICIFORMES,-0.110552624,-0.069916269,0.027445041,0.024846853,-0.018408852,-0.00179575,0.004728698,-0.000337133
Northiella_haematogaster,Northiella,Psittacidae,PSITTACIFORMES,PSITTACIFORMES,0.318915365,-0.31330105,0.030086817,0.016387811,0.047367655,-0.050077302,-0.015957502,0.00302385
Notharchus_pectoralis,Notharchus,Bucconidae,PICIFORMES,PICIFORMES,0.064514344,-0.028734881,0.027564126,-0.011274635,-0.019058506,-0.007140668,0.002236718,-0.008594737
Nothocercus_bonapartei,Nothocercus,Tinamidae,TINAMIFORMES,TINAMIFORMES,-0.091387651,0.036511213,-0.01462202,-0.006791077,0.013280664,0.012549055,0.000678185,-0.0104294
Nothocrax_urumutum,Nothocrax,Cracidae,GALLIFORMES,GALLIFORMES,0.173496119,-0.000338758,-0.14942295,-0.066768797,-0.012879143,0.023254406,-0.018203395,-0.008556284
Nothoprocta_perdicaria,Nothoprocta,Tinamidae,TINAMIFORMES,TINAMIFORMES,-0.009695945,0.086183922,-0.021321351,0.038866798,0.037463364,0.034430141,0.011129566,-0.006267548
Nothura_darwinii,Nothura,Tinamidae,TINAMIFORMES,TINAMIFORMES,0.015888083,0.061994448,0.026418568,0.03121167,0.026253735,0.022039997,-0.00222389,-0.017726004
Notiochelidon_murina,Notiochelidon,Hirundinidae,PASSERIFORMES,Sylvioidea,0.243633808,0.215864595,0.152182451,0.038184754,-0.006611018,-0.010247234,0.007255316,-0.006594587
Notiomystis_cincta,Notiomystis,Meliphagidae,PASSERIFORMES,Corvoidea,-0.07728729,0.003100846,0.017202052,0.020882841,0.016576704,0.001968808,0.002441532,0.001289355
Nucifraga_caryocatactes,Nucifraga,Corvidae,PASSERIFORMES,Corvoidea,-0.086378659,-0.011212913,0.029837585,-0.00817867,-0.006314982,0.007886744,-0.006219332,-0.01423028
Numenius_arquata,Numenius,Scolopacidae,CHARADRIIFORMES,CHARADRIIFORMES,-0.355696187,-0.111276092,0.014906434,0.050114614,0.035153155,0.007598085,0.006247763,0.01482193
Numida_meleagris,Numida,Numididae,GALLIFORMES,GALLIFORMES,0.239934177,-0.028055892,-0.032032123,-0.01876164,0.011695261,0.034542442,-0.00962944,-0.00393282
Nyctanassa_violacea,Nyctanassa,Ardeidae,PELECANIFORMES,PELECANIFORMES,-0.172718971,0.091601893,-0.039743534,-0.016827438,0.012793194,0.008796851,-0.019966737,0.00281326
Nyctibius_grandis,Nyctibius,Nyctibiidae,CAPRIMULGIFORMES,CAPRIMULGIFORMES,0.359709344,0.405965493,0.142079031,0.076942165,0.041291272,0.016713388,0.02922602,0.059011432
Nycticorax_nycticorax,Nycticorax,Ardeidae,PELECANIFORMES,PELECANIFORMES,-0.190194936,0.141477297,-0.081566161,-0.027857735,-0.007195325,-0.004390028,-0.00889226,0.016214421
Nyctidromus_albicollis,Nyctidromus,Caprimulgidae,CAPRIMULGIFORMES,CAPRIMULGIFORMES,0.22280358,0.347307866,0.063362943,0.097537393,-1.94E-05,0.027218083,0.019495374,-0.007621971
Nyctiprogne_leucopyga,Nyctiprogne,Caprimulgidae,CAPRIMULGIFORMES,CAPRIMULGIFORMES,0.218739003,0.365221141,-0.020791839,0.067877655,-0.042244364,0.02599905,0.024200205,0.006973028
Nyctyornis_amictus,Nyctyornis,Meropidae,CORACIIFORMES,CORACIIFORMES,-0.155303177,-0.061490031,-0.015700465,0.050103799,0.002690546,0.011947903,-0.008556642,0.007401759
Nymphicus_hollandicus,Nymphicus,Psittacidae,PSITTACIFORMES,PSITTACIFORMES,0.368201032,-0.288005183,-0.101534235,0.023089285,0.023503597,0.005953739,0.028887923,0.043808408
Nystalus_maculatus,Nystalus,Bucconidae,PICIFORMES,PICIFORMES,-0.100056696,-0.046198203,0.007223365,-0.009232344,-0.036170799,-0.015717869,0.008792065,0.000471664
Oceanites_gracilis,Oceanites,Hydrobatidae,PROCELLARIIFORMES,PROCELLARIIFORMES,-0.041328928,0.027216587,-0.111843545,0.021193927,0.013413831,-0.016350298,0.011061463,0.023313438
Oceanodroma_furcata,Oceanodroma,Hydrobatidae,PROCELLARIIFORMES,PROCELLARIIFORMES,0.02197073,0.026597859,-0.082272395,0.06653092,0.031185198,-0.037901146,0.03811547,0.021478642
Ochetorhynchus_andaecola,Ochetorhynchus,Furnariidae,PASSERIFORMES,Furnariidae,-0.23295005,0.012183376,-0.040677356,0.030990666,0.030251552,0.015994408,0.000812952,-0.001365116
Ochthoeca_frontalis,Ochthoeca,Tyrannidae,PASSERIFORMES,Tyrannidae,0.059672743,0.230520635,0.004166521,-0.022502218,0.02244365,0.007641346,-0.006985432,0.00475318
Ochthornis_littoralis,Ochthornis,Tyrannidae,PASSERIFORMES,Tyrannidae,0.019330835,0.024161869,0.085273627,0.000541214,0.016181375,-0.012489355,-0.002073703,-0.000608526
Ocreatus_underwoodii,Ocreatus,Trochilidae,APODIFORMES,TROCHILIFORMES,-0.288453587,-0.023574356,0.012537014,-0.023394207,0.008045724,0.0024946,-0.00021111,0.00507972
Oculocincta_squamifrons,Oculocincta,Zosteropidae,PASSERIFORMES,Sylvioidea,-0.026149592,0.037265957,0.029792365,0.029336281,-0.005504169,0.001960149,0.013603921,0.008251375
Ocyalus_latirostris,Ocyalus,Icteridae,PASSERIFORMES,Passeroidea,-0.008038714,-0.224725607,0.082455198,0.015300487,-0.043424215,0.027563066,0.011417478,0.011498273
Ocyceros_griseus,Ocyceros,Bucerotidae,BUCEROTIFORMES,BUCEROTIFORMES,-0.098827822,-0.081380952,-0.072552321,0.099670777,0.005704488,0.028211165,-0.011778607,-0.000737378
Ocyphaps_lophotes,Ocyphaps,Columbidae,COLUMBIFORMES,COLUMBIFORMES,-0.063121144,0.044092929,-0.025794103,0.008526505,0.050705001,0.00983718,-0.003148664,-0.005512554
Odontophorus_capueira,Odontophorus,Odontophoridae,GALLIFORMES,GALLIFORMES,0.253581289,0.00395529,-0.101158163,-0.019146914,0.034254577,0.017397204,-0.018732179,0.007065178
Oedistoma_pygmaeum,Oedistoma,Melanocharitidae,PASSERIFORMES,Corvoidea,-0.127313764,-0.114927054,0.036679017,0.080939446,0.003371615,0.004737536,0.007845007,0.009451265
Oena_capensis,Oena,Columbidae,COLUMBIFORMES,COLUMBIFORMES,-0.139063791,-0.091336796,0.023774222,0.026374707,0.009558595,-0.001606761,0.009757617,-0.00710819
Oenanthe_bifasciata,Oenanthe,Muscicapidae,PASSERIFORMES,Muscicapoidea,-0.042774282,0.085798469,0.003241934,0.029400557,-0.023357774,-0.007608488,0.008420339,-0.004264117
Ognorhynchus_icterotis,Ognorhynchus,Psittacidae,PSITTACIFORMES,PSITTACIFORMES,0.340808129,-0.211038053,-0.036363863,0.001899655,0.021259014,-0.008256115,-0.014866649,0.008083255
Oncostoma_cinereigulare,Oncostoma,Tyrannidae,PASSERIFORMES,Tyrannidae,0.086077413,-0.014728786,0.033721389,0.021052919,0.058491525,-0.008948098,-0.034265058,-0.01111067
Onychognathus_nabouroup,Onychognathus,Sturnidae,PASSERIFORMES,Muscicapoidea,-0.019670286,0.119654953,0.002615946,0.007778136,-0.009038482,0.002515486,0.004010289,0.001375763
Onychorhynchus_coronatus,Onychorhynchus,Tyrannidae,PASSERIFORMES,Tyrannidae,-0.073001797,0.104289907,0.061220777,-0.010462801,0.069657909,-0.010441609,-0.017736364,0.009532793
Opisthocomus_hoazin,Opisthocomus,Opisthocomidae,OPISTHOCOMIFORMES,OPISTHOCOMIFORMES,0.240263876,0.003643931,0.002410126,0.001696405,-0.031090744,-0.000309993,0.017071702,0.017873236
Opisthoprora_euryptera,Opisthoprora,Trochilidae,APODIFORMES,TROCHILIFORMES,-0.250487179,0.093827235,-0.0246234,-0.05030222,0.000159561,-0.000592771,-0.024397241,0.005289886
Oporornis_formosus,Oporornis,Parulidae,PASSERIFORMES,Passeroidea,-0.048658956,0.071355712,0.021183186,0.007145572,-0.012464949,0.001183264,-0.00840524,-0.002167617
Orchesticus_abeillei,Orchesticus,Thraupidae,PASSERIFORMES,Passeroidea,0.199326763,-0.020920544,0.051160217,-0.01037162,0.024556854,0.010937895,-0.007154933,0.004201728
Oreocharis_arfaki,Oreocharis,Melanocharitidae,PASSERIFORMES,Corvoidea,0.079613961,0.01233363,0.056302748,-0.022402413,-0.010695851,-0.009746899,0.00094219,-0.006149731
Oreoica_gutturalis,Oreoica,Colluricinclidae,PASSERIFORMES,Corvoidea,0.092346931,-0.031631356,0.007830088,0.000736055,-0.011332466,0.010875729,-0.008420358,0.000107199
Oreolais_pulchra,Oreolais,Cisticolidae,PASSERIFORMES,Sylvioidea,-0.106765091,0.059019473,0.044115079,0.01581392,0.027291956,0.006199606,-0.003565398,0.000795582
Oreomanes_fraseri,Oreomanes,Thraupidae,PASSERIFORMES,Passeroidea,-0.196996065,-0.140195298,0.036783751,-0.014103311,-0.02245215,0.03098675,0.012662861,0.012987873
Oreomystis_mana,Oreomystis,Fringillidae,PASSERIFORMES,Passeroidea,-0.109496289,-0.083981112,0.021314859,0.016136367,-0.010083393,0.029262253,0.012180184,0.006293178
Oreonympha_nobilis,Oreonympha,Trochilidae,APODIFORMES,TROCHILIFORMES,-0.324181217,-0.088830066,0.020779437,-0.015163011,0.005665949,0.012388711,0.000622345,0.012410625
Oreophasis_derbianus,Oreophasis,Cracidae,GALLIFORMES,GALLIFORMES,0.198617419,0.157873261,-0.111724836,-0.047473239,0.036705476,0.089793309,0.010757196,0.007836928
Oreopholus_ruficollis,Oreopholus,Charadriidae,CHARADRIIFORMES,CHARADRIIFORMES,-0.27019436,-0.02694688,0.025036071,-0.006091709,0.002074062,-0.000946847,0.006189431,0.001185076
Oreopsar_bolivianus,Oreopsar,Icteridae,PASSERIFORMES,Passeroidea,-0.026512459,-0.130619748,0.030581813,-0.012074257,-0.019013024,0.019293126,-0.006537516,-0.01039577
Oreopsittacus_arfaki,Oreopsittacus,Psittacidae,PSITTACIFORMES,PSITTACIFORMES,0.159216492,-0.148180369,-0.018522603,0.103057802,0.057787084,0.041770535,0.011876019,0.013432014
Oreortyx_pictus,Oreortyx,Odontophoridae,GALLIFORMES,GALLIFORMES,0.241343304,-0.089537735,-0.046016267,-0.015108824,0.040343003,0.043373568,-0.019712719,0.005685695
Oreoscoptes_montanus,Oreoscoptes,Mimidae,PASSERIFORMES,Muscicapoidea,-0.042741003,0.115925517,-0.009629141,0.006773711,-0.005685366,-0.002294254,-0.002136285,0.003074636
Oreoscopus_gutturalis,Oreoscopus,Acanthizidae,PASSERIFORMES,Meliphagoidea,-0.166962288,-0.045534275,0.010110733,-0.011338301,-0.004002758,0.000454411,0.010845398,-0.000273685
Oreostruthus_fuliginosus,Oreostruthus,Estrildidae,PASSERIFORMES,Passeroidea,0.31633108,-0.110237105,0.05110722,-0.048201467,-0.010799321,0.024269803,-0.001728047,0.001372953
