"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"191983","occ","","","19436","Carpocyon robustus","species","52388","Miocene","","23.03","5.333","3558"
"191984","occ","","","19436","Epicyon haydeni","species","44847","Miocene","","23.03","5.333","3558"
"191999","occ","","","19445","Borophagus secundus","species","44603","Late Hemphillian","","10.3","4.9","3558"
"192000","occ","8021","","19445","Caninae","subfamily","90655","Late Hemphillian","","10.3","4.9","6294"
"192026","occ","","","19447","Canidae","family","41189","Hemphillian","","10.3","4.9","3233"
"192033","occ","","","19449","Cynarctoides acridens","species","45441","Barstovian","","15.97","13.6","3558"
"192034","occ","8036","","19449","Protomarctus optatus","species","52385","Barstovian","","15.97","13.6","6294"
"192035","occ","8037","","19449","Paracynarctus kelloggi","species","52177","Barstovian","","15.97","13.6","3380"
"192036","occ","","","19449","Microtomarctus conferta","species","52175","Barstovian","","15.97","13.6","3558"
"192054","occ","8044","","19453","Caninae","subfamily","90655","Clarendonian","","13.6","10.3","6294"
"192067","occ","","","19457","Paratomarctus temerarius","species","44882","Barstovian","","15.97","13.6","3558"
"192068","occ","","","19457","Microtomarctus conferta","species","52175","Barstovian","","15.97","13.6","3558"
"192069","occ","","","19457","Aelurodon asthenostylus","species","43759","Barstovian","","15.97","13.6","3558"
"192070","occ","8052","","19457","Protepicyon raki","species","50944","Barstovian","","15.97","13.6","6294"
"192071","occ","","","19458","Microtomarctus conferta","species","52175","Barstovian","","15.97","13.6","3558"
"192072","occ","","","19458","Aelurodon asthenostylus","species","43759","Barstovian","","15.97","13.6","3558"
"192073","occ","8053","","19458","Protepicyon raki","species","50944","Barstovian","","15.97","13.6","6294"
"192080","occ","8056","","19460","Borophaginae","subfamily","83323","Barstovian","","15.97","13.6","6294"
"192081","occ","","","19460","Aelurodon","genus","41190","Barstovian","","15.97","13.6","1105"
"192097","occ","","","19463","Paratomarctus temerarius","species","44882","Barstovian","","15.97","13.6","3558"
"192098","occ","","","19463","Microtomarctus conferta","species","52175","Barstovian","","15.97","13.6","3558"
"192099","occ","","","19463","Aelurodon asthenostylus","species","43759","Barstovian","","15.97","13.6","3558"
"192100","occ","","","19463","Protepicyon raki","species","50944","Barstovian","","15.97","13.6","3558"
"192105","occ","","","19466","Epicyon haydeni","species","44847","Miocene","","23.03","5.333","3558"
"192106","occ","","","19466","Borophagus littoralis","species","44597","Miocene","","23.03","5.333","3558"
"192113","occ","8067","","19467","Borophaginae","subfamily","83323","Clarendonian","","13.6","10.3","6294"
"192114","occ","8068","","19467","Caninae","subfamily","90655","Clarendonian","","13.6","10.3","6294"
"192127","occ","","","19472","Osbornodon fricki","species","49462","Barstovian","","15.97","13.6","6226"
"192133","occ","","","19473","Vulpes stenognathus","species","52688","Late Hemphillian","","10.3","4.9","3380"
"192134","occ","8076","","19473","Borophagus secundus","species","44603","Late Hemphillian","","10.3","4.9","6294"
"192135","occ","30184","","19473","Canis ferox","species","44840","Late Hemphillian","","10.3","4.9","52058"
"192145","occ","8080","","19478","Paracynarctus kelloggi","species","52177","Hemingfordian","Barstovian","20.43","13.6","3558"
"192158","occ","","","19479","Borophagus","genus","41196","Hemphillian","","10.3","4.9","3558"
"192172","occ","","","19483","Epicyon haydeni","species","44847","Clarendonian","","13.6","10.3","3558"
"192188","occ","8095","","19489","Borophaginae","subfamily","83323","Clarendonian","","13.6","10.3","6294"
"192224","occ","8114","","19497","Caninae","subfamily","90655","Clarendonian","","13.6","10.3","6294"
"192241","occ","8124","","19501","Borophaginae","subfamily","83323","Clarendonian","","13.6","10.3","6294"
"192247","occ","8128","","19503","Borophaginae","subfamily","83323","Clarendonian","","13.6","10.3","6294"
"192251","occ","8131","","19504","Caninae","subfamily","90655","Clarendonian","","13.6","10.3","6294"
"192264","occ","","","19509","Osbornodon fricki","species","49462","Barstovian","","15.97","13.6","6226"
"192265","occ","","","19510","Protomarctus optatus","species","52385","Barstovian","","15.97","13.6","3558"
"192304","occ","30182","","19514","Eucyon davisi","species","44836","Late Hemphillian","","10.3","4.9","52058"
"192307","occ","","","19514","Borophagus parvus","species","44601","Late Hemphillian","","10.3","4.9","3558"
"192323","occ","8159","","19515","Caninae","subfamily","90655","Clarendonian","","13.6","10.3","6294"
"192324","occ","8160","","19515","Borophaginae","subfamily","83323","Clarendonian","","13.6","10.3","6294"
"192344","occ","8168","","19517","Carpocyon robustus","species","52388","Clarendonian","","13.6","10.3","6294"
"192345","occ","8169","","19517","Epicyon haydeni","species","44847","Clarendonian","","13.6","10.3","6294"
"192346","occ","8170","","19517","Leptocyon vafer","species","44886","Clarendonian","","13.6","10.3","6294"
"192365","occ","8178","","19519","Paratomarctus temerarius","species","44882","Miocene","","23.03","5.333","6294"
"192366","occ","","","19519","Aelurodon ferox","species","43762","Miocene","","23.03","5.333","3378"
"192368","occ","8180","","19520","Microtomarctus conferta","species","52175","Miocene","","23.03","5.333","6294"
"192369","occ","","","19520","Aelurodon stirtoni","species","51830","Miocene","","23.03","5.333","3558"
"192370","occ","","","19520","Aelurodon ferox","species","43762","Miocene","","23.03","5.333","3558"
"192371","occ","","","19520","Paratomarctus temerarius","species","44882","Miocene","","23.03","5.333","3558"
"192386","occ","","","19522","Paratomarctus temerarius","species","44882","Barstovian","","15.97","13.6","3558"
"192409","occ","8196","","19528","Epicyon saevus","species","44881","Late Clarendonian","","13.6","10.3","6294"
"192410","occ","8197","","19528","Aelurodon taxoides","species","43778","Late Clarendonian","","13.6","10.3","6294"
"192421","occ","","","19530","Cynarctoides acridens","species","45441","Barstovian","","15.97","13.6","3558"
"192431","occ","8206","","19533","Eucyon davisi","species","44836","Hemphillian","","10.3","4.9","6294"
"192457","occ","8211","","19535","Carpocyon webbi","species","44936","Barstovian","","15.97","13.6","3558"
"192458","occ","","","19535","Microtomarctus conferta","species","52175","Barstovian","","15.97","13.6","3558"
"192459","occ","8212","","19535","Aelurodon ferox","species","43762","Barstovian","","15.97","13.6","6294"
"192460","occ","8213","","19535","Aelurodon stirtoni","species","51830","Barstovian","","15.97","13.6","3558"
"192461","occ","","","19535","Paratomarctus temerarius","species","44882","Barstovian","","15.97","13.6","3558"
"192462","occ","","","19535","Epicyon saevus","species","44881","Barstovian","","15.97","13.6","3558"
"192463","occ","","","19535","Epicyon haydeni","species","44847","Barstovian","","15.97","13.6","3558"
"192506","occ","10423","","19538","Vulpes","genus","41248","early Early Hemphillian","","10.3","4.9","9619"
"192507","occ","10424","","19538","Epicyon haydeni","species","44847","early Early Hemphillian","","10.3","4.9","9619"
"192519","occ","8233","","19539","Caninae","subfamily","90655","Clarendonian","","13.6","10.3","6294"
"192536","occ","","","19543","Epicyon haydeni","species","44847","Miocene","","23.03","5.333","3558"
"192546","occ","","","19547","Osbornodon fricki","species","49462","Early Barstovian","","15.97","13.6","6226"
"192547","occ","","","19547","Cynarctoides acridens","species","45441","Early Barstovian","","15.97","13.6","3558"
"192548","occ","","","19547","Paracynarctus kelloggi","species","52177","Early Barstovian","","15.97","13.6","3558"
"192549","occ","","","19547","Psalidocyon marianae","species","51135","Early Barstovian","","15.97","13.6","3558"
"192550","occ","8241","","19547","Microtomarctus conferta","species","52175","Early Barstovian","","15.97","13.6","3380"
"192551","occ","","","19547","Tomarctus hippophaga","species","52176","Early Barstovian","","15.97","13.6","3558"
"192552","occ","","","19547","Tomarctus brevirostris","species","52374","Early Barstovian","","15.97","13.6","3558"
"192571","occ","","","19548","Aelurodon asthenostylus","species","43759","Barstovian","","15.97","13.6","3558"
"192572","occ","","","19548","Cynarctus galushai","species","45444","Barstovian","","15.97","13.6","3558"
"192573","occ","","","19548","Microtomarctus conferta","species","52175","Barstovian","","15.97","13.6","3558"
"192574","occ","","","19548","Paratomarctus temerarius","species","44882","Barstovian","","15.97","13.6","3558"
"192575","occ","","","19548","Protepicyon raki","species","50944","Barstovian","","15.97","13.6","3558"
"192607","occ","8257","","19551","Epicyon saevus","species","44881","Hemphillian","","10.3","4.9","6294"
"192614","occ","","","19552","Epicyon saevus","species","44881","Miocene","","23.03","5.333","3558"
"192618","occ","8259","","19553","Caninae","subfamily","90655","Clarendonian","","13.6","10.3","6294"
"192619","occ","8260","","19553","Borophagus littoralis","species","44597","Clarendonian","","13.6","10.3","6294"
"192630","occ","","","19556","Paratomarctus temerarius","species","44882","Barstovian","","15.97","13.6","3558"
"192645","occ","","","19557","Euoplocyon brachygnathus","species","43760","Barstovian","","15.97","13.6","3558"
"192646","occ","","","19557","Paracynarctus kelloggi","species","52177","Barstovian","","15.97","13.6","3558"
"192647","occ","","","19557","Microtomarctus conferta","species","52175","Barstovian","","15.97","13.6","3558"
"192648","occ","","","19557","Tomarctus hippophaga","species","52176","Barstovian","","15.97","13.6","3558"
"192676","occ","","","19565","Tomarctus hippophaga","species","52176","Barstovian","","15.97","13.6","3558"
"192679","occ","","","19568","Cynarctus galushai","species","45444","Barstovian","","15.97","13.6","3558"
"192680","occ","","","19568","Paratomarctus temerarius","species","44882","Barstovian","","15.97","13.6","3558"
"192695","occ","","","19572","Osbornodon fricki","species","49462","Barstovian","","15.97","13.6","6226"
"192700","occ","","","19576","Canidae","family","41189","Miocene","","23.03","5.333","2252"
"192719","occ","","","19581","Tomarctus hippophaga","species","52176","Barstovian","","15.97","13.6","3558"
"192726","occ","","","19582","Borophagus parvus","species","44601","Late Hemphillian","","10.3","4.9","3558"
"192727","occ","","","19582","Borophagus secundus","species","44603","Late Hemphillian","","10.3","4.9","3558"
"192745","occ","","","19586","Tomarctus hippophaga","species","52176","Miocene","","23.03","5.333","3759"
"192758","occ","8307","","19592","Borophaginae","subfamily","83323","Clarendonian","","13.6","10.3","6294"
"192768","occ","8314","","19594","Caninae","subfamily","90655","Clarendonian","","13.6","10.3","6294"
"192781","occ","","","19598","Cynarctus galushai","species","45444","Barstovian","","15.97","13.6","3558"
"192782","occ","","","19598","Tomarctus brevirostris","species","52374","Barstovian","","15.97","13.6","3558"
"192802","occ","8330","","19601","Protomarctus optatus","species","52385","Miocene","","23.03","5.333","6294"
"192811","occ","30178","","19602","Cerdocyon texanus","species","300806","Late Hemphillian","","10.3","4.9","52058"
"192819","occ","","","19603","Borophaginae","subfamily","83323","Clarendonian","","13.6","10.3","2252"
"192820","occ","30170","","19603","Metalopex macconnelli","species","300799","Clarendonian","","13.6","10.3","52058"
"192834","occ","8341","","19604","Borophagus secundus","species","44603","Late Hemphillian","","10.3","4.9","6294"
"192869","occ","30183","","19610","Eucyon davisi","species","44836","Late Hemphillian","","10.3","4.9","52058"
"192881","occ","","","19612","Borophagus parvus","species","44601","Late Hemphillian","","10.3","4.9","3558"
"192882","occ","8364","","19612","Eucyon davisi","species","44836","Late Hemphillian","","10.3","4.9","6294"
"192883","occ","","","19612","Vulpes stenognathus","species","52688","Late Hemphillian","","10.3","4.9","2381"
"192905","occ","","","19615","Microtomarctus conferta","species","52175","Barstovian","","15.97","13.6","3558"
"192909","occ","","","19616","Osbornodon fricki","species","49462","Barstovian","","15.97","13.6","6226"
"192910","occ","","","19616","Cynarctoides acridens","species","45441","Barstovian","","15.97","13.6","3558"
"192911","occ","","","19616","Microtomarctus conferta","species","52175","Barstovian","","15.97","13.6","3558"
"192912","occ","","","19616","Tomarctus hippophaga","species","52176","Barstovian","","15.97","13.6","3558"
"192926","occ","8376","","19617","Canis edwardii","species","44838","Blancan","Irvingtonian","4.9","0.3","2673"
"192927","occ","30222","","19617","Canis armbrusteri","species","44827","Blancan","Irvingtonian","4.9","0.3","52058"
"192928","occ","","","19617","Canis latrans","species","44854","Blancan","Irvingtonian","4.9","0.3","1813"
"192991","occ","8398","","19624","Canini","tribe","300804","Blancan","","4.9","1.8","6294"
"193006","occ","8403","","19625","Canini","tribe","300804","Blancan","","4.9","1.8","6294"
"193007","occ","","","19625","Borophagus","genus","41196","Blancan","","4.9","1.8","2252"
"193024","occ","","","19628","Borophagus","genus","41196","Blancan","","4.9","1.8","2040"
"193070","occ","8420","","19631","Borophagus diversidens","species","44593","Blancan","","4.9","1.8","3558"
"193094","occ","8426","","19636","Canini","tribe","300804","Blancan","","4.9","1.8","6294"
"193112","occ","8430","","19638","Canini","tribe","300804","Blancan","","4.9","1.8","6294"
"193153","occ","8441","","19647","Canini","tribe","300804","Blancan","","4.9","1.8","6294"
"193156","occ","","","19648","Canidae","family","41189","Blancan","","4.9","1.8","2252"
"193211","occ","","","19652","Canidae","family","41189","Blancan","Irvingtonian","4.9","0.3","6199"
"193242","occ","30179","","19654","Chrysocyon nearcticus","species","300808","Blancan","","4.9","1.8","52058"
"193270","occ","30172","","19656","Urocyon galushai","species","300802","Blancan","","4.9","1.8","52058"
"193271","occ","8462","","19656","Canis latrans","species","44854","Blancan","","4.9","1.8","6294"
"193272","occ","30218","","19656","Canis thooides","species","301914","Blancan","","4.9","1.8","52058"
"193288","occ","8467","","19657","Canis latrans","species","44854","Blancan","","4.9","1.8","6294"
"193289","occ","","","19657","Borophagus","genus","41196","Blancan","","4.9","1.8","1584"
"193323","occ","8475","","19658","Canis latrans","species","44854","Blancan","","4.9","1.8","6294"
"193324","occ","","","19658","Borophagus","genus","41196","Blancan","","4.9","1.8","1584"
"193349","occ","","","19662","Borophagus diversidens","species","44593","Blancan","","4.9","1.8","3558"
"193350","occ","8481","","19663","Borophagus diversidens","species","44593","Blancan","","4.9","1.8","6294"
"193356","occ","8484","","19664","Borophagus diversidens","species","44593","Blancan","","4.9","1.8","6294"
"193362","occ","8487","","19665","Borophagus diversidens","species","44593","Blancan","","4.9","1.8","6294"
"193372","occ","8494","","19668","Borophagus diversidens","species","44593","Blancan","","4.9","1.8","6294"
"193373","occ","8495","","19668","Canis lepophagus","species","44856","Blancan","","4.9","1.8","2673"
"193390","occ","8499","","19673","Borophagus hilli","species","49475","Blancan","","4.9","1.8","3558"
"193391","occ","","","19673","Cerdocyon avius","species","300807","Blancan","","4.9","1.8","6233"
"193430","occ","8511","","19701","Borophagus diversidens","species","44593","Blancan","","4.9","1.8","6294"
"193445","occ","","","19703","Caninae","subfamily","90655","Piacenzian","","3.6","2.588","1360"
"193500","occ","8528","","19714","Canini","tribe","300804","Blancan","","4.9","1.8","6294"
"193708","occ","","","19752","Canidae","family","41189","Blancan","","4.9","1.8","2367"
"193728","occ","30180","","19753","Theriodictis floridanus","species","300810","Blancan","","4.9","1.8","52058"
"193767","occ","","","19757","Borophagus diversidens","species","44593","Blancan","","4.9","1.8","2621"
"193774","occ","","","19758","Borophagus diversidens","species","44593","Blancan","","4.9","1.8","3567"
"193775","occ","","","19758","Canis lepophagus","species","44856","Blancan","","4.9","1.8","3567"
"193898","occ","","","19805","Canis lepophagus","species","44856","Blancan","","4.9","1.8","1069"
"193901","occ","","","19807","Canis lepophagus","species","44856","Blancan","","4.9","1.8","1069"
"193911","occ","8620","","19808","Borophagus hilli","species","49475","Blancan","","4.9","1.8","6294"
"193916","occ","","","19812","Canis lepophagus","species","44856","Blancan","","4.9","1.8","1069"
"193936","occ","","","19815","Canis lepophagus","species","44856","Blancan","","4.9","1.8","1069"
"193942","occ","","","19816","Canis lepophagus","species","44856","Blancan","","4.9","1.8","1069"
"193957","occ","","","19819","Canis lepophagus","species","44856","Blancan","","4.9","1.8","1069"
"193965","occ","","","19821","Canis lepophagus","species","44856","Blancan","","4.9","1.8","1069"
"193985","occ","30190","","19832","Canis ferox","species","44840","Blancan","","4.9","1.8","52058"
"193989","occ","30189","","19836","Canis ferox","species","44840","Blancan","","4.9","1.8","52058"
"193992","occ","","","19839","Canis lepophagus","species","44856","Blancan","","4.9","1.8","1069"
"194001","occ","","","19847","Canis lepophagus","species","44856","Blancan","","4.9","1.8","1069"
"194012","occ","","","19854","Canis lepophagus","species","44856","Blancan","","4.9","1.8","1069"
"194030","occ","","","19867","Borophagus","genus","41196","Blancan","","4.9","1.8","1069"
"194033","occ","30188","","19868","Canis ferox","species","44840","Blancan","","4.9","1.8","52058"
"194047","occ","","","19879","Canis lepophagus","species","44856","Blancan","","4.9","1.8","1069"
"194056","occ","","","19888","Canis lepophagus","species","44856","Blancan","","4.9","1.8","1069"
"194070","occ","","","19895","Canis lepophagus","species","44856","Blancan","","4.9","1.8","1069"
"194077","occ","30187","","19902","Canis ferox","species","44840","Blancan","","4.9","1.8","52058"
"194090","occ","","","19903","Canis lepophagus","species","44856","Blancan","","4.9","1.8","1069"
"194115","occ","30191","","19906","Canis ferox","species","44840","Blancan","","4.9","1.8","52058"
"194169","occ","8730","","19913","Canini","tribe","300804","Blancan","","4.9","1.8","6294"
"194170","occ","8731","","19913","Borophagus diversidens","species","44593","Blancan","","4.9","1.8","3558"
"194186","occ","","","19915","Canidae","family","41189","Blancan","","4.9","1.8","3009"
"194215","occ","","","19921","Canis","genus","41198","Blancan","","4.9","1.8","1814"
"194234","occ","8753","","19922","Borophagus hilli","species","49475","Blancan","","4.9","1.8","6294"
"194251","occ","","","19927","Canis latrans","species","44854","Blancan","","4.9","1.8","24906"
"194252","occ","8757","","19927","Urocyon cinereoargenteus","species","44832","Blancan","","4.9","1.8","6294"
"194285","occ","8765","","19929","Canis lepophagus","species","44856","Blancan","","4.9","1.8","2673"
"194362","occ","","","19932","Canis lepophagus","species","44856","Blancan","","4.9","1.8","1905"
"194363","occ","","","19932","Borophagus diversidens","species","44593","Blancan","","4.9","1.8","1905"
"194379","occ","","","19934","Canis lepophagus","species","44856","Blancan","","4.9","1.8","1894"
"194409","occ","30186","","19936","Canis ferox","species","44840","Blancan","","4.9","1.8","52058"
"194410","occ","","","19936","Borophagus","genus","41196","Blancan","","4.9","1.8","1894"
"194411","occ","","","19936","Urocyon progressus","species","52597","Blancan","","4.9","1.8","1894"
"194480","occ","","","19940","Canis lepophagus","species","44856","Blancan","","4.9","1.8","1070"
"194481","occ","","","19940","Canidae","family","41189","Blancan","","4.9","1.8","1070"
"194505","occ","","","19941","Canidae","family","41189","Blancan","","4.9","1.8","1460"
"194588","occ","","","19947","Canidae","family","41189","Blancan","","4.9","1.8","1460"
"194632","occ","8871","","19954","Borophagus diversidens","species","44593","Blancan","","4.9","1.8","6294"
"194652","occ","","","19955","Canis lepophagus","species","44856","Blancan","","4.9","1.8","2673"
"194653","occ","8879","","19955","Borophagus diversidens","species","44593","Blancan","","4.9","1.8","3558"
"194670","occ","","","19957","Borophagus diversidens","species","44593","Blancan","","4.9","1.8","3558"
"194671","occ","","","19958","Borophagus","genus","41196","Blancan","","4.9","1.8","3073"
"194677","occ","30192","","19959","Canis ferox","species","44840","Blancan","","4.9","1.8","52058"
"194678","occ","","","19959","Borophagus","genus","41196","Blancan","","4.9","1.8","3073"
"194686","occ","30193","","19960","Canis ferox","species","44840","Blancan","","4.9","1.8","52058"
"194687","occ","8890","","19960","Borophagus diversidens","species","44593","Blancan","","4.9","1.8","3558"
"194695","occ","","","19962","Canis lepophagus","species","44856","Blancan","","4.9","1.8","3512"
"194719","occ","","","19963","Canis lepophagus","species","44856","Blancan","","4.9","1.8","2518"
"194720","occ","","","19963","Borophagus diversidens","species","44593","Blancan","","4.9","1.8","2518"
"194765","occ","","","19965","Canis lepophagus","species","44856","Blancan","","4.9","1.8","2886"
"194766","occ","","","19965","Borophagus diversidens","species","44593","Blancan","","4.9","1.8","2886"
"194814","occ","","","19973","Canis latrans","species","44854","Blancan","","4.9","1.8","3378"
"194821","occ","8919","","19974","Borophagus hilli","species","49475","Blancan","","4.9","1.8","3558"
"194838","occ","","","19981","Canis lepophagus","species","44856","Blancan","","4.9","1.8","2618"
"194839","occ","","","19981","Borophagus","genus","41196","Blancan","","4.9","1.8","2618"
"194890","occ","","","20004","Canidae","family","41189","Blancan","","4.9","1.8","2062"
"194954","occ","","","20020","Canidae","family","41189","Blancan","Irvingtonian","4.9","0.3","2780"
"194964","occ","","","20021","Canidae","family","41189","Blancan","","4.9","1.8","1712"
"194982","occ","","","20023","Borophagus diversidens","species","44593","Blancan","","4.9","1.8","2552"
"194983","occ","","","20023","Canis lepophagus","species","44856","Blancan","","4.9","1.8","1309"
"195000","occ","","","20026","Borophagus diversidens","species","44593","Blancan","","4.9","1.8","2552"
"195050","occ","","","20032","Borophagus diversidens","species","44593","Blancan","","4.9","1.8","1309"
"195063","occ","","","20033","Canis lepophagus","species","44856","Blancan","","4.9","1.8","2044"
"195064","occ","8963","","20033","Borophagus diversidens","species","44593","Blancan","","4.9","1.8","1894"
"195092","occ","","","20034","Borophagus diversidens","species","44593","Blancan","","4.9","1.8","3558"
"195093","occ","","","20034","Canis lepophagus","species","44856","Blancan","","4.9","1.8","2673"
"195134","occ","30194","","20050","Canis lepophagus","species","44856","Blancan","","4.9","1.8","52058"
"195135","occ","","","20050","Borophagus","genus","41196","Blancan","","4.9","1.8","928"
"195147","occ","30173","","20051","Urocyon galushai","species","300802","Blancan","","4.9","1.8","52058"
"195214","occ","","","20060","Borophagus diversidens","species","44593","Blancan","","4.9","1.8","6330"
"195215","occ","30195","","20060","Canis lepophagus","species","44856","Blancan","","4.9","1.8","52058"
"195216","occ","","","20060","Vulpes velox","species","44888","Blancan","","4.9","1.8","6330"
"195217","occ","30174","","20060","Urocyon galushai","species","300802","Blancan","","4.9","1.8","52058"
"195263","occ","","","20062","Canis lepophagus","species","44856","Blancan","","4.9","1.8","3382"
"195264","occ","","","20062","Canis","genus","41198","Blancan","","4.9","1.8","2625"
"195265","occ","","","20062","Borophagus diversidens","species","44593","Blancan","","4.9","1.8","2625"
"195294","occ","9006","","20063","Eucyon davisi","species","44836","Blancan","","4.9","1.8","6294"
"195295","occ","9007","","20063","Borophagus hilli","species","49475","Blancan","","4.9","1.8","3558"
"195346","occ","9025","","20074","Canis edwardii","species","44838","Blancan","","4.9","1.8","2673"
"195382","occ","9036","","20077","Borophagus diversidens","species","44593","Blancan","","4.9","1.8","2596"
"195460","occ","","","20102","Urocyon","genus","41247","Blancan","","4.9","1.8","1186"
"195481","occ","","","20105","Canis","genus","41198","Blancan","","4.9","1.8","1186"
"195482","occ","","","20105","Vulpes","genus","41248","Blancan","","4.9","1.8","1186"
"195542","occ","","","20112","Canis latrans","species","44854","Blancan","","4.9","1.8","1186"
"195555","occ","","","20113","Canis","genus","41198","Blancan","","4.9","1.8","1186"
"195581","occ","9093","","20115","Canis rufus","species","44879","Blancan","","4.9","1.8","6294"
"195612","occ","","","20117","Borophagus diversidens","species","44593","Blancan","","4.9","1.8","1186"
"195613","occ","","","20117","Canis","genus","41198","Blancan","","4.9","1.8","1186"
"195614","occ","","","20117","Canis latrans","species","44854","Blancan","","4.9","1.8","1186"
"195651","occ","","","20119","Borophagus diversidens","species","44593","Blancan","","4.9","1.8","1186"
"195688","occ","","","20120","Canis latrans","species","44854","Blancan","","4.9","1.8","1186"
"195689","occ","9122","","20120","Canis rufus","species","44879","Blancan","","4.9","1.8","6294"
"195718","occ","","","20121","Canis","genus","41198","Blancan","","4.9","1.8","1186"
"195719","occ","9130","","20121","Canis rufus","species","44879","Blancan","","4.9","1.8","6294"
"195740","occ","","","20122","Canis","genus","41198","Blancan","","4.9","1.8","1186"
"195741","occ","","","20122","Canis latrans","species","44854","Blancan","","4.9","1.8","1186"
"195742","occ","30175","","20122","Urocyon galushai","species","300802","Blancan","","4.9","1.8","52058"
"195777","occ","","","20123","Canis","genus","41198","Irvingtonian","","1.8","0.3","1186"
"195865","occ","","","20126","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","1186"
"195887","occ","","","20127","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","1186"
"195926","occ","","","20129","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","1186"
"195938","occ","","","20130","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","1186"
"195952","occ","","","20134","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","1186"
"195966","occ","","","20137","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","3081"
"196022","occ","","","20143","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","2419"
"196023","occ","9183","","20143","Canis","genus","41198","Irvingtonian","","1.8","0.3","2673"
"196024","occ","","","20143","Vulpes velox","species","44888","Irvingtonian","","1.8","0.3","2419"
"196053","occ","9189","","20148","Canis edwardii","species","44838","Irvingtonian","","1.8","0.3","2673"
"196067","occ","","","20150","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","1022"
"196068","occ","9195","","20150","Canis edwardii","species","44838","Irvingtonian","","1.8","0.3","949"
"196069","occ","","","20150","Canis","genus","41198","Irvingtonian","","1.8","0.3","949"
"196070","occ","9196","","20150","Vulpes vulpes","species","44890","Irvingtonian","","1.8","0.3","949"
"196115","occ","","","20157","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","3211"
"196116","occ","","","20157","Vulpes velox","species","44888","Irvingtonian","","1.8","0.3","948"
"196166","occ","","","20163","Canidae","family","41189","Irvingtonian","","1.8","0.3","6202"
"196213","occ","","","20166","Canis dirus","species","44837","Irvingtonian","","1.8","0.3","3081"
"196234","occ","","","20168","Vulpes","genus","41248","Irvingtonian","","1.8","0.3","3081"
"196241","occ","9227","","20169","Vulpes","genus","41248","Irvingtonian","","1.8","0.3","6294"
"196247","occ","","","20171","Canidae","family","41189","Irvingtonian","","1.8","0.3","1188"
"196265","occ","","","20173","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","2893"
"196301","occ","9235","","20178","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","6294"
"196302","occ","9236","","20178","Vulpes velox","species","44888","Irvingtonian","","1.8","0.3","6294"
"196351","occ","","","20187","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","2893"
"196378","occ","","","20191","Canidae","family","41189","Irvingtonian","","1.8","0.3","2725"
"196424","occ","","","20205","Canis","genus","41198","Irvingtonian","","1.8","0.3","2725"
"196438","occ","","","20206","Vulpes","genus","41248","Irvingtonian","","1.8","0.3","2725"
"196451","occ","","","20207","Canidae","family","41189","Irvingtonian","","1.8","0.3","2725"
"196461","occ","","","20209","Canidae","family","41189","Irvingtonian","","1.8","0.3","2725"
"196549","occ","","","20237","Canis","genus","41198","Irvingtonian","","1.8","0.3","2725"
"196652","occ","","","20273","Canis dirus","species","44837","Irvingtonian","","1.8","0.3","2016"
"196653","occ","","","20273","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","2016"
"196681","occ","","","20277","Canis","genus","41198","Irvingtonian","","1.8","0.3","1764"
"196697","occ","","","20280","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","1817"
"196706","occ","","","20281","Canis","genus","41198","Irvingtonian","","1.8","0.3","2254"
"196730","occ","","","20283","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","2607"
"196731","occ","","","20283","Canis cedazoensis","species","44831","Irvingtonian","","1.8","0.3","2607"
"196732","occ","","","20283","Canis dirus","species","44837","Irvingtonian","","1.8","0.3","2607"
"196733","occ","","","20283","Urocyon cinereoargenteus","species","44832","Irvingtonian","","1.8","0.3","2607"
"196759","occ","","","20285","Canis dirus","species","44837","Irvingtonian","","1.8","0.3","1482"
"196760","occ","","","20285","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","1482"
"196816","occ","9332","","20289","Canis armbrusteri","species","44827","Irvingtonian","","1.8","0.3","2673"
"196817","occ","30177","","20289","Urocyon minicephalus","species","52596","Irvingtonian","","1.8","0.3","52058"
"196842","occ","","","20290","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","2673"
"196843","occ","30223","","20290","Canis armbrusteri","species","44827","Irvingtonian","","1.8","0.3","52058"
"196844","occ","9345","","20290","Vulpes","genus","41248","Irvingtonian","","1.8","0.3","6294"
"196845","occ","9346","","20290","Urocyon cinereoargenteus","species","44832","Irvingtonian","","1.8","0.3","6221"
"196901","occ","","","20293","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","1462"
